index,question,sentence
1218,Oxygen exists in the atmosphere by way of what?,"The rest of the Earth's crust is also made of oxygen compounds, in particular various complex silicates (in silicate minerals)."
1777,How many inhabitants did Betty Meggers believe could occupy each square kilometre of the Amazon?,"For a long time, it was thought that the Amazon rainforest was only ever sparsely populated, as it was impossible to sustain a large population through agriculture given the poor soil."
5132,What separates the neuroimmune system and peripheral immune system in humans?,The immune system is a system of many biological structures and processes within an organism that protects against disease.
1376,In what battle were the Mongols defeated by the Tran?,The Tran dynasty which ruled Annam (Dai Viet) crushed and defeated the Mongols at the Battle of Bạch Đằng (1288).
1614,How was the ctenophore mnemiopsis leidyi introduced into The Black Sea and the Sea of Azov?,"Mnemiopsis is well equipped to invade new territories (although this was not predicted until after it so successfully colonized the Black Sea), as it can breed very rapidly and tolerate a wide range of water temperatures and salinities."
3807,Where is Harvard stadium located?,"The Harvard Business School and many of the university's athletics facilities, including Harvard Stadium, are located on a 358-acre (145 ha) campus opposite the Cambridge campus in Allston."
1905,A subway tunnel from the museum leads to which tube station?,"To date several galleries have been redesigned, notably, in 2002: the main Silver Gallery, Contemporary; in 2003: Photography, the main entrance, The Painting Galleries; in 2004: the tunnel to the subway leading to South Kensington tube station, New signage throughout the museum, architecture, V&A and RIBA reading rooms and stores, metalware, Members' Room, contemporary glass, the Gilbert Bayes sculpture gallery; in 2005: portrait miniatures, prints and drawings, displays in Room 117, the garden, sacred silver and stained glass; in 2006: Central Hall Shop, Islamic Middle East, the new café, sculpture galleries."
4658,What type of topological systems are found in numbers in Victoria?,There is an extensive series of river systems in Victoria.
4843,What was a non-religious reason for the massacre?,"The height of this persecution was the St. Bartholomew's Day massacre when 5,000 to 30,000 were killed, although there were also underlying political reasons for this as well, as some of the Huguenots were nobles trying to establish separate centers of power in southern France."
3121,In what year did the first European travel the entire length of the Amazon River?,The first European to travel the length of the Amazon River was Francisco de Orellana in 1542.
2877,What percent of untreated victims of the plague die within 8 days?,"Left untreated, of those that contract the bubonic plague, 80 percent die within eight days."
967,What pope as a native of Poland?,"In 1979, less than a year after becoming pope, John Paul celebrated Mass in Victory Square in Warsaw and ended his sermon with a call to ""renew the face"" of Poland:"
2790,How many did this epidemic in China kill?,"Nestorian graves dating to 1338–39 near Lake Issyk Kul in Kyrgyzstan have inscriptions referring to plague and are thought by many epidemiologists to mark the outbreak of the epidemic, from which it could easily have spread to China and India."
3838,What does the Armagnac manuscript in the V&A library archive depict?,"Illuminated manuscripts in the library dating from the 12th to 16th centuries include: the Eadwine Psalter[citation needed], Canterbury; Pocket Book of Hours, Reims; Missal from the Royal Abbey of Saint Denis, Paris; the Simon Marmion Book of Hours, Bruges; 1524 Charter illuminated by Lucas Horenbout, London; the Armagnac manuscript of the trial and rehabilitation of Joan of Arc, Rouen."
4768,In what year did ABC stop using it's four-note jingle for promotion?,The old four-note theme tune is still used by ABC on Demand to the beginning of the ABC show.
2442,How are the particle forces and accelerations explained as by gauge bosons exchange?,"In modern particle physics, forces and the acceleration of particles are explained as a mathematical by-product of exchange of momentum-carrying gauge bosons."
5125,What famous July Fourth holiday movie did Fox pay to advertise a sequel of during the Super Bowl?,"Resurgence and Eddie the Eagle, Lionsgate paid for Gods of Egypt, Paramount paid for Teenage Mutant Ninja Turtles: Out of the Shadows and 10 Cloverfield Lane, Universal paid for The Secret Life of Pets and the debut trailer for Jason Bourne and Disney paid for Captain America: Civil War, The Jungle Book and Alice Through the Looking Glass.[citation needed]"
3477,Which newspaper defined southern California?,"In 1999, the Times added a newer county—Imperial—to that list."
2799,What type of entrepreneurship leads to advancements in technology?,The economic impact of the former type of entrepreneurialism tends to be redistributive while the latter is expected to foster technological progress and thus have a more positive impact on economic growth.
1783,How many men were in Robert's army?,The Albanian forces could not take part in the ensuing battle because it had started before their arrival.
3223,Why did Luther condemn vows of celibacy?,"Some priests and former religious had already married, including Andreas Karlstadt and Justus Jonas, but Luther's wedding set the seal of approval on clerical marriage."
811,Why did France choose to give up continental lands?,They viewed the economic value of the Caribbean islands' sugar cane to be greater and easier to defend than the furs from the continent.
4654,How many organizations issued the joint statement on climate change?,"In 2001, 16 national science academies issued a joint statement on climate change."
4882,What did the Edict do for Huguenots in France?,"The Edict reaffirmed Catholicism as the state religion of France, but granted the Protestants equality with Catholics under the throne and a degree of religious and political freedom within their domains."
1802,Who was hired to be the deputy director of the Office of Manned Space Flight?,"In late 1961 and early 1962, members of the Manned Spacecraft Center began to come around to support LOR, including the newly hired deputy director of the Office of Manned Space Flight, Joseph Shea, who became a champion of LOR."
1547,Where did scientists find their Y. pestis sample?,"ends the debate about the etiology of the Black Death, and unambiguously demonstrates that Y. pestis was the causative agent of the epidemic plague that devastated Europe during the Middle Ages""."
944,Where did the president appoint cabinet members from?,"Under the deal, the president would appoint cabinet ministers from both PNU and ODM camps depending on each party's strength in Parliament."
3454,"At the time of its formation, how many congregations did the UMC have?","Like many other mainline Protestant denominations in the United States, the United Methodist Church has experienced significant membership losses in recent decades."
3446,What was ABC's revenue in 1962?,"On April 1, 1963, ABC debuted the soap opera General Hospital, which would go on to become the television network's long-running entertainment program."
4711,When did Kublai move the Mongol capital?,"Kublai readied the move of the Mongol capital from Karakorum in Mongolia to Khanbaliq in 1264, constructing a new city near the former Jurchen capital Zhongdu, now modern Beijing, in 1266."
215,How many branches does the Rhine branch into?,"The discharge of the Rhine is divided among three branches: the River Waal (6/9 of total discharge), the River Nederrijn –"
4595,What theory best explains gravity?,"The time derivative of the changing momentum of the object is what we label as ""gravitational force""."
2545,Why did al-Qaeda tell ISIL to take a hike?,The group gained prominence after it drove Iraqi government forces out of key cities in western Iraq in a 2014 offensive.
3003,Who is the oldest quarterback to play in a Super Bowl?,He is also the oldest quarterback ever to play in a Super Bowl at age 39.
1300,How many developed countries did British researchers use to gather statistics from?,"British researchers Richard G. Wilkinson and Kate Pickett have found higher rates of health and social problems (obesity, mental illness, homicides, teenage births, incarceration, child conflict, drug use), and lower rates of social goods (life expectancy by country, educational performance, trust among strangers, women's status, social mobility, even numbers of patents issued) in countries and states with higher inequality."
5261,Who applies expertise to relate the work and materials involved to a proper valuation?,Cost engineers and estimators apply expertise to relate the work and materials involved to a proper valuation.
2140,How many seats does the amphitheatre at Woodward park have?,"The park has a multi-use amphitheatre that seats up to 2,500 people, authentic Japanese Garden, fenced dog park, two-mile (3 km)"
617,When was the Disney and ABC merger first announced?,"On July 31, 1995, The Walt Disney Company announced an agreement to merge with Capital Cities/ABC for $19 billion."
2940,Which pair of Genghis Khan's sons were most rivalrous?,"Tolui, Genghis Khan's youngest son, was not to be his successor because he was the youngest and in the Mongol culture, youngest sons were not given much responsibility due to their age."
3505,What has a classification system for construction companies?,"To recognize the differences of companies in this sector, it is divided into three subsectors: building construction, heavy and civil engineering construction, and specialty trade contractors."
2778,How were the men who did tasks like those of today's pharmacists viewed in Japan in the Asuka and Nara periods?,"In the Imperial household, the pharmacist was even ranked above the two personal physicians of the Emperor."
1013,What percentage of primary schools used Welsh primarily or exclusively?,"Welsh medium education is available to all age groups through nurseries, schools, colleges and universities and in adult education; lessons in the language itself are compulsory for all pupils until the age of 16."
1950,How far is Jacksonville from Miami?,"Jacksonville is in the First Coast region of northeast Florida and is centered on the banks of the St. Johns River, about 25 miles (40 km) south of the Georgia state line and about 340 miles (550 km) north of Miami."
3594,What is the strongest main interaction?,"Only four main interactions are known: in order of decreasing strength, they are:"
2916,"What is the basic pay for a teacher, in Euros?","Extra pay is also given for teaching through the Irish language, in a Gaeltacht area or on an island."
428,What is the concrete choice typically assumed by most complexity-theoretic theorems?,This can be achieved by ensuring that different representations can be transformed into each other efficiently.
5361,"According to the wealth concentration theory, what advantage do the wealthy have in accumulating new wealth?","According to this theory, those who already hold wealth have the means to invest in new sources of creating wealth or to otherwise leverage the accumulation of wealth, thus are the beneficiaries of the new wealth."
1594,"Besides the arguments with Rome and his own fellow reformers, what scandal  contributed to Luther's failing health?","The years of struggle with Rome, the antagonisms with and among his fellow reformers, and the scandal which ensued from the bigamy of the Philip of Hesse incident, in which Luther had played a leading role, all may have contributed."
508,What was causing New France to have issues with resupplying?,"Vaudreuil and Montcalm were minimally resupplied in 1758, as the British blockade of the French coastline limited French shipping."
2530,When was the most recent Super Bowl hosted in the South Florida/Miami area?,"The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010."
2585,What kind of experiments of rock deformation do structural geologists perform?,"In addition, they perform analog and numerical experiments of rock deformation in large and small settings."
1366,How much of the IPCC attendees are government representatives?,The meeting report states there were 322 persons in attendance at Sessions with about seven-eighths of participants being from governmental organizations.
1627,How long does the Members Debate last?,"Immediately after Decision Time a ""Members Debate"" is held, which lasts for 45 minutes."
783,"If the apparant force of two fermions is repulsive, what is the spin function?","If two identical fermions (e.g. electrons) have a symmetric spin function (e.g. parallel spins) the spatial variables must be antisymmetric (i.e. they exclude each other from their places much as if there was a repulsive force), and vice versa, i.e. for antiparallel spins the position variables must be symmetric (i.e. the apparent force must be attractive)."
4067,What type of jihad does HT avoid engaging in?,But many HT members have gone on to join terrorist groups and many jihadi terrorists have cited HT as their key influence.
3866,When do the stated Treaties apply?,"Treaties apply as soon as they enter into force, unless stated otherwise, and are generally concluded for an unlimited period."
1147,What was Phillips official title for NASA?,"Phillips' superior officer Bernard A. Schriever agreed to loan Phillips to NASA, along with a staff of officers under him, on the condition that Phillips be made Apollo Program Director."
318,Who was first appointed at the anchor of 20/20?,"In February 1979, ABC sold its recording division to MCA Inc. for $20 million; the label was discontinued by March 5 of that year, and all of its 300 employees were laid off (the rights to the works of ABC Records and all of MCA's other labels have since been acquired by Universal Music Group)."
1035,What reconstructions supported the 1999 paper's information?,"This graph extended the similar graph in Figure 3.20 from the IPCC Second Assessment Report of 1995, and differed from a schematic in the first assessment report that lacked temperature units, but appeared to depict larger global temperature variations over the past 1000 years, and higher temperatures during the Medieval Warm Period than the mid 20th century."
1742,When did Tesla enroll in Austrian Polytechnic?,He never graduated from the university and did not receive grades for the last semester.
1532,In what year did one individual suggest classifying the trees of the Amazon into four categories?,"In 2006 Tatiana Kuplich organized the trees of the Amazon into four categories: (1) mature forest, (2) regenerating forest [less than three years], (3) regenerating forest [between three and five years of regrowth], and (4) regenerating forest [eleven to eighteen years of continued development]."
3800,Around roughly how many students enroll yearly in creative and performing arts classes?,"The College's general education core includes a “dramatic, music, and visual arts” requirement, requiring students to study the history of the arts, stage desire, or begin working with sculpture."
2705,What were the claims of corruption in the armed forces?,"Because the operations of the armed forces have been traditionally cloaked by the ubiquitous blanket of “state security”, the corruption has been less in public view, and thus less subject to public scrutiny and notoriety."
4213,What is the Dutch word for the Amazon rainforest?,"The Amazon represents over half of the planet's remaining rainforests, and comprises the largest and most biodiverse tract of tropical rainforest in the world, with an estimated 390 billion individual trees divided into 16,000 species."
2344,When was the University Library founded?,As the university garden it is open to the public every day.
602,What administration did Ludwig Mies van der Rohe designa buiding?,"In 2011, the university completed the glass dome-shaped Joe and Rika Mansueto Library, which provides a grand reading room for the university library and prevents the need for an off-campus book depository."
2227,Who designed the Hereford Screen?,"One of the largest items is the Hereford Screen, weighing nearly 8 tonnes, 10.5 metres high and 11 metres wide, designed by Sir George Gilbert Scott in 1862 for the chancel in Hereford Cathedral, from which it was removed in 1967."
4789,Who might take disciplinary action against a teacher?,"In many situations teachers in publicly funded schools must be members in good standing with the college, and private schools may also require their teachers to be college peoples."
4628,Matter particles are shown as what kind of lines in a Feynman diagram?,"In a Feynman diagram, each matter particle is represented as a straight line (see world line) traveling through time, which normally increases up or to the right in the diagram."
1986,How was coal transferred from the river banks to colliers?,"They were so called because they worked on the keels, boats that were used to transfer coal from the river banks to the waiting colliers, for export to London and elsewhere."
3568,What are sometimes present in the boiler's firebox crown?,Except in the smallest of boilers the steam escape has little effect on dampening the fire.
4236,What armed group stopped the uprising at Ballarat?,"This was crushed by British troops, but the discontents prompted colonial authorities to reform the administration (particularly reducing the hated mining licence fees) and extend the franchise."
2750,Where was Luther's last sermon preached?,"It was ""entirely devoted to the obdurate Jews, whom it was a matter of great urgency to expel from all German territory,"" according to Léon Poliakov."
4741,Who would have been the lowest-ranked class?,"Kublai's Chinese advisers still wielded significant power in the government, but their official rank was nebulous."
2219,What was the first spacecraft to orbit another celestial body?,"Apollo 8 was the first manned spacecraft to orbit another celestial body, while the final Apollo 17 mission marked the sixth Moon landing and the ninth manned mission beyond low Earth orbit."
2260,On what date was Victoria declared independent from New South Wales?,"Victoria produced in the decade 1851–1860 20 million ounces of gold, one third of the world's output[citation needed]."
2248,When is the Members Debate held?,"Immediately after Decision Time a ""Members Debate"" is held, which lasts for 45 minutes."
3433,"Soon after gaining Florida, what did the English do?","Spain ceded Florida to the British in 1763 after the French and Indian War, and the British soon constructed the King's Road connecting St. Augustine to Georgia."
3427,To what did Tesla attribute the unknown signals his radio received?,"He expanded on the signals he heard in a 9 February 1901 Collier's Weekly article ""Talking With Planets"" where he said it had not been immediately apparent to him that he was hearing ""intelligently controlled signals"" and that the signals could come from Mars, Venus, or other planets."
2382,"Along with the Anglican Church and Uniting Church, what religious denomination operates private schools in Australia?","Although most are non-aligned, some of the best known independent schools also belong to the large, long-established religious foundations, such as the Anglican Church, Uniting Church and Presbyterian Church, but in most cases, they do not insist on their students’ religious allegiance."
2862,How much did Saudi Arabia spend on spreading Wahhabism?,"Much went for arms purchases that exacerbated political tensions, particularly in the Middle East."
4272,What did the Greek root pharmakos imply?,"Often the place that did this was called an apothecary and several languages have this as the dominant term, though their practices are more akin to a modern pharmacy, in English the term apothecary would today be seen as outdated or only approproriate if herbal remedies were on offer to a large extent."
5248,What is a common practice in official corporal punishment?,For details of individual countries see School corporal punishment.
1867,Why were vocational subjects most important?,It put more emphasis on vocational subjects on the assumption that the new structure would enable school drop-outs at all levels either to be self-employed or to secure employment in the informal sector.
1639,Where do many merchants and explorers go?,"In 1414, the Chinese trader and explorer Zheng He representing the Ming Dynasty visited the East African coast on one of his last 'treasure voyages'."
2090,What team was the AFC champion?,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season.
5334,What is th elast name of the player who was the Super Bowl 50 winner's leading rusher?,"Anderson was the game's leading rusher with 90 yards and a touchdown, along with four receptions for 10 yards."
3048,"If you do not know both magnitude and direction of two forces on an object, what would you call that situation?","If both of these pieces of information are not known for each force, the situation is ambiguous."
4248,In what year did William Maclure begin the process of creating the first geological map of the U.S.?,"In 1807, Maclure commenced the self-imposed task of making a geological survey of the United States."
3475,What type of engines became widespread around the end of the 19th century?,"Steam engines remained the dominant source of power until the early 20th century, when advances in the design of electric motors and internal combustion engines gradually resulted in the replacement of reciprocating (piston) steam engines, with shipping in the 20th-century relying upon the steam turbine."
1252,What persons were not allowed to settle in New France?,"The French crown's refusal to allow non-Catholics to settle in New France may help to explain that colony's slow rate of population growth compared to that of the neighbouring British colonies, which opened settlement to religious dissenters."
4177,How many megaregions are there in the United States?,"The 8- and 10-county definitions are not used for the greater Southern California Megaregion, one of the 11 megaregions of the United States."
3498,Does the residential architecture of the Tower District compare or contrast with other part of Fresno?,The residential architecture of the Tower District contrasts with the newer areas of tract homes urban sprawl in north and east areas of Fresno.
814,How many years have imperialistic practices existed?,"Although imperialist practices have existed for thousands of years, the term ""Age of Imperialism"" generally refers to the activities of European powers from the early 18th century through to the middle of the 20th century, for example, the ""The Great Game"" in Persian lands, the ""Scramble for Africa"" and the ""Open Door Policy"" in China."
1392,By whom is European Law applied by?,European Union law is applied by the courts of member states and the Court of Justice of the European Union.
5178,When did the Rhine Straightening program begin?,"On the French side, the Grand Canal d'Alsace was dug, which carries a significant part of the river water, and all of the traffic."
2385,What weapons were the Zulus using during the Anglo-Zulu War of 1879?,"This technology gave European armies an advantage over their opponents, as armies in less-developed countries were still fighting with arrows, swords, and leather shields (e.g. the Zulus in Southern Africa during the Anglo-Zulu War of 1879)."
4255,In what borough of New York City is ABC headquartered?,"The network is headquartered on Columbus Avenue and West 66th Street in Manhattan, with additional major offices and production facilities in New York City, Los Angeles and Burbank, California."
4639,To what is 50 kilopascals equal?,"(although this figure also is subject to wide variation, depending on type of mask)."
5305,When did Tesla go to Karlovac?,"Tesla was able to perform integral calculus in his head, which prompted his teachers to believe that he was cheating."
5385,What other inventor did he work with?,Tesla gained experience in telephony and electrical engineering before emigrating to the United States in 1884 to work for Thomas Edison in New York City.
4903,What component of water is more soluble than nitrogen?,"Water in equilibrium with air contains approximately 1 molecule of dissolved O_2 for every 2 molecules of N_2, compared to an atmospheric ratio of approximately 1:4."
5108,On which corner is the shopping center located?,"The neighborhood has very little retail activity, aside from the area near Fresno Street and State Route 99 Freeway (Kearney Palm Shopping Center, built in the late 1990s) and small corner markets scattered throughout."
3599,What did the early entrant program do for potential students?,"During this period the university, like Shimer College and 10 others, adopted an early entrant program that allowed very young students to attend college; in addition, students enrolled at Shimer were enabled to transfer automatically to the University of Chicago after their second year, having taken comparable or identical examinations and courses."
4392,What is the edge of the moraine plateau called?,Warsaw is located on two main geomorphologic formations: the plain moraine plateau and the Vistula Valley with its asymmetrical pattern of different terraces.
2601,What type of revolution did Maududi advocate?,"Although Maududi talked about Islamic revolution, by ""revolution"" he meant not the violence or populist policies of the Iranian Revolution, but the gradual changing the hearts and minds of individuals from the top of society downward through an educational process or da'wah."
4009,How many sons did Börte bear Genghis Khan after Jochi?,"Genghis Khan also had many other children with his other wives, but they were excluded from the succession."
2410,How many solo tackles did Von Miller make at Super Bowl 50?,The Broncos took an early lead in Super Bowl 50 and never trailed.
881,What is one criminal behavior that is hard to stop by authorities?,Threatening government officials is another classic way of expressing defiance toward the government and unwillingness to stand for its policies.
3271,As a euphoric how is oxygen used in bars?,"Oxygen, as a supposed mild euphoric, has a history of recreational use in oxygen bars and in sports."
2041,What is the density of all primes compatible with a modulo 9?,"can have infinitely many primes only when a and q are coprime, i.e., their greatest common divisor is one."
4806,Why did the university see a drop in applicants?,"During this period the university, like Shimer College and 10 others, adopted an early entrant program that allowed very young students to attend college; in addition, students enrolled at Shimer were enabled to transfer automatically to the University of Chicago after their second year, having taken comparable or identical examinations and courses."
2751,Where might a teacher teach that is not inside a building?,A teacher who teaches on an individual basis may be described as a tutor.
2055,What is consultant pharmacy mainly concerned with?,"Consultant pharmacy practice focuses more on medication regimen review (i.e. ""cognitive services"") than on actual dispensing of drugs."
2253,Who lead the Super Bowl 50 halftime performance?,"The Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively."
1024,What period did plates reverse directions to compress the Tethys floor?,"In southern Europe, the stage was set in the Triassic Period of the Mesozoic Era, with the opening of the Tethys Ocean, between the Eurasian and African tectonic plates, between about 240 MBP and 220 MBP (million years before present)."
5258,What do photocytes produce?,"The nearer side is composed of tall nutritive cells that store nutrients in vacuoles (internal compartments), germ cells that produce eggs or sperm, and photocytes that produce bioluminescence."
2359,"As a norm, what day of the week is the traditional Media Day held prior to a Super Bowl?","The game's media day, which was typically held on the Tuesday afternoon prior to the game, was moved to the Monday evening and re-branded as Super Bowl Opening Night."
336,What lineage is Karenia in?,Karlodinium and Karenia probably took up different heterokontophytes.
1094,Huguenots in Killeshandra and County Cavan expanded what agricultural industry?,"Smaller settlements, which included Killeshandra in County Cavan, contributed to the expansion of flax cultivation and the growth of the Irish linen industry."
1544,How many years had Thomas Davis played in the league when he broke his arm during the NFC Championship game?,"Carolina suffered a major setback when Thomas Davis, an 11-year veteran who had already overcome three ACL tears in his career, went down with a broken arm in the NFC Championship Game."
2671,What decreased in number between 1984 and 1991?,"David Rodda noted that from 1984 and 1991, the number of quality rental units decreased as the demand for higher quality housing increased (Rhoda 1994:148)."
213,What institution has helped farmers grow new pigeon pea varieties?,"The commercialisation of the pigeon pea is now enabling some farmers to buy assets, ranging from mobile phones to productive land and livestock, and is opening pathways for them to move out of poverty."
252,In which year did the Jameel Gallery of Islamic Art opened?,"The collection of Middle Eastern and Persian rugs and carpets is amongst the finest in the world, many were part of the Salting Bequest of 1909."
5234,What is the weakest main interaction?,"strong, electromagnetic, weak, and gravitational.:2–10:79 High-energy particle physics observations made during the 1970s and 1980s confirmed that the weak and electromagnetic forces are expressions of a more fundamental electroweak interaction."
937,What is the name of the latest epoch?,"The Holocene (the latest epoch) is too small to be shown clearly on the third timeline on the right, another reason for expanding the fourth scale."
162,What spurred increased support for government reform?,This added momentum to proposals for government reform.
3802,Civil disobedience has been argued in more recent times to have suffered from what?,"It has been argued that the term ""civil disobedience"" has always suffered from ambiguity and in modern times, become utterly debased."
2070,Southern California's economy can be described as one of the largest in the United States and what other characteristic?,Southern California's economy is diverse and one of the largest in the United States.
2542,Who were the Semuren?,"Although the traditional Chinese elite were not given their share of power, the Mongols and the Semuren (various allied groups from Central Asia and the western end of the empire) largely remained strangers to the mainstream Chinese culture, and this dichotomy gave the Yuan regime a somewhat strong ""colonial"" coloration."
4928,When was the last episode of the original series?,"Doctor Who originally ran for 26 seasons on BBC One, from 23 November 1963 until 6 December 1989."
3207,What is the name for a teacher of just one person?,"In education, teachers facilitate student learning, often in a school or academy or perhaps in another environment such as outdoors."
676,What trading route joined Khwarezmia and the Mongol Empire?,"Genghis Khan saw the potential advantage in Khwarezmia as a commercial trading partner using the Silk Road, and he initially sent a 500-man caravan to establish official trade ties with the empire."
3959,What shows were released on Laserdisc?,Eight original series serials have been released on Laserdisc and many have also been released on Betamax tape and Video 2000.
1673,"What additional srevice did BSkyB offer besides Video on Demand that they claimed offered ""substantially more value""?","Virgin Media claimed that BSkyB had substantially increased the asking price for the channels, a claim which BSkyB denied, on the basis that their new deal offered ""substantially more value"" by including HD channels and Video On Demand content which was not previously carried by cable."
3894,Why did Harvard end its early admission program?,"Undergraduate admission to Harvard is characterized by the Carnegie Foundation as ""more selective, lower transfer-in""."
4127,In what year did the first ABC identification card have a 3D appearance?,"Among the ""ABC Circle"" logo's many variants was a 1977 ID sequence that featured a bubble on a black background representing the circle with glossy gold letters, and as such, was the first ABC identification card to have a three-dimensional appearance."
5414,What are the most passes that Greg Olsen has had?,"Newton's leading receivers were tight end Greg Olsen, who caught a career-high 77 passes for 1,104 yards and seven touchdowns, and wide receiver Ted Ginn, Jr., who caught 44 passes for 739 yards and 10 touchdowns; Ginn also rushed for 60 yards and returned 27 punts for 277 yards."
2169,Which company provides train service in Fresno?,The city of Fresno is planned to serve the future California High Speed Rail.
2980,James Hutton published a 2 volume version of his theories in what year?,In 1785 he presented a paper entitled Theory of the Earth to the Royal Society of Edinburgh.
4380,What report had the correct date?,"The date of 2035 has been correctly quoted by the IPCC from the WWF report, which has misquoted its own source, an ICSI report ""Variations of Snow and Ice in the past and at present on a Global and Regional Scale""."
1901,Who was the first NASA scientist in space?,"Dr. Harrison Schmitt, a geologist, was the first NASA scientist astronaut to fly in space, and landed on the Moon on the last mission, Apollo 17."
3309,What does the Fogg Museum of Art cover?,"The Harvard Museum of Natural History includes the Harvard Mineralogical Museum, Harvard University Herbaria featuring the Blaschka Glass Flowers exhibit, and the Museum of Comparative Zoology."
4204,What caused Luther to write hymns?,"This behavior started with his learning of the execution of Johann Esch and Heinrich Voes, the first individuals to be martyred by the Roman Catholic Church for Lutheran views, prompting Luther to write the hymn """
1240,Where was France concentraing efforts?,France concentrated its forces against Prussia and its allies in the European theatre of the war.
3330,What runs from the balancer in the statocyst to the comb rows?,"From each balancer in the statocyst a ciliary groove runs out under the dome and then splits to connect with two adjacent comb rows, and in some species runs all the way along the comb rows."
2087,What health company was a Super Bowl sponsor?,"The host committee has already raised over $40 million through sponsors including Apple, Google, Yahoo!, Intel, Gap, Chevron, and Dignity Health."
2948,What title did Newcastle native Basil Hume achieve?,"Other notable people born in or associated with Newcastle include: engineer and industrialist Lord Armstrong, engineer and father of the modern steam railways George Stephenson, his son, also an engineer, Robert Stephenson, engineer and inventor of the steam turbine Sir Charles Parsons, inventor of the incandescent light bulb Sir Joseph Swan, modernist poet Basil Bunting, and Lord Chief Justice Peter Taylor."
2488,Where was the 2000 study conducted?,"A 2012 study found that teachers experienced double the rate of anxiety, depression, and stress than average workers."
2554,What function is a teacher's role similar to?,"This function looks like that of a coach using the whole gamut of psychology to get each new class of rookies off the bench and into the game."""
2186,What analyst did not agree with the ruling of the incomplete pass?,CBS analyst and retired referee Mike Carey stated he disagreed with the call and felt the review clearly showed the pass was complete.
3965,Who was the Norse leader?,"They were descended from Norse (""Norman"" comes from ""Norseman"") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia."
4786,What prize did Peter Higgs win?,"Multiple circumnavigator David Scott Cowper, Nobel Prize winning physicist Peter Higgs, and former WWE NXT champion Neville were born in the city."
973,To what can the use of prolonged breathing of oxygen at 60 kPa lead?,Prolonged breathing of an air mixture with an O_2 partial pressure more than 60 kPa can eventually lead to permanent pulmonary fibrosis.
2047,Who stated a change of the length of the Rhine?,"In 1932 the German encyclopedia Knaurs Lexikon stated the length as 1,320 kilometres (820 miles), presumably a typographical error."
873,What are some Chlorophyta and euglenid chloroplasts missing?,"Chloroplasts have their own ribosomes, which they use to synthesize a small fraction of their proteins."
4931,When did this attempt take place?,The move would have had the side effect of fostering relations with the Swiss.
5286,Who was made rich and prosperous prior to World War 1,"Because of the resources made available by imperialism, the world's economy grew significantly and became much more interconnected in the decades before World War I, making the many imperial powers rich and prosperous."
813,Who designed the ceiling and stained-glass windows of the Green Dining Room?,"The lower part of the walls are panelled in wood with a band of paintings depicting fruit and the occasional figure, with moulded plaster foliage on the main part of the wall and a plaster frieze around the decorated ceiling and stained-glass windows by Edward Burne-Jones."
5240,What type of materials inside the cabin were removed to help prevent more fire hazards in the future?,"Crew members would also exclusively wear modified, fire-resistant Block II space suits, and would be designated by the Block II titles, regardless of whether a LM was present on the flight or not."
5210,How far did the sea level drop in the ice ages?,"During interglacials, when sea level rose to approximately the present level, the Rhine built deltas, in what is now the Netherlands."
4353,"After the merger between ABC and Capital Cities was completed, what was the resulting company known as?","The merger between ABC and Capital Cities received federal approval on September 5, 1985."
2375,What led to protests and open discrediting of the ECK?,"As the ECK continued to count the votes, Kibaki closed the gap and then overtook his opponent by a substantial margin after votes from his stronghold arrived later."
3457,What did Microsoft announce that it would rename Sky Drive to?,"On 31 July 2013, BSkyB and Microsoft announced their settlement, in which Microsoft will not appeal the ruling, and will rename its SkyDrive cloud storage service after an unspecified ""reasonable period of time to allow for an orderly transition to a new brand,"" plus ""financial and other terms, the details of which are confidential""."
1836,"In 2013-14, NBC finished in first place in the 18-49 demographic for the first time since when?","NBC, which had lagged behind ABC for eight years, finished the season in first place in the 18–49 demographic for the first time since 2004, and in second place in total viewership behind long-dominant CBS."
110,What is considered the centerpiece of the Jameel Gallery of Islamic Art?,"The collection of Middle Eastern and Persian rugs and carpets is amongst the finest in the world, many were part of the Salting Bequest of 1909."
4021,What two artists came out with Coldplay during the half-time show?,It was the third-most watched U.S. broadcast ever.
3220,Which South Asian island nation is represented in the V&A collection?,"Art from Thailand, Burma, Cambodia, Indonesia and Sri Lanka in gold, silver, bronze, stone, terracotta and ivory represents these rich and complex cultures, the displays span the 6th to 19th centuries."
3200,How many seasons did The Love Boat run for?,"For its part, the television network produced a few new hits during 1977: January saw the premiere of Roots, a miniseries based on an Alex Haley novel that was published the previous year; in September, The Love Boat, a comedy-drama anthology series produced by Aaron Spelling which was based around the crew of a cruise ship and featured three stories centered partly on the ship's various passengers; although critically lambasted, the series turned out to be a ratings success and lasted nine seasons."
4884,What do chloroplasts use to fix carbon dioxide into sugar?,"To fix carbon dioxide into sugar molecules in the process of photosynthesis, chloroplasts use an enzyme called rubisco."
